Tweet,PositiveWord,NegativeWords,TotalPostive,TotalNegative,Polarity 
rt willowfiddler it was to show that it was safe and that we the leaders are in support of it chief beardy said i thought mr ford ,"['safe', 'support']",nan,2,0,Positive
rt jessicabakeman this is the class of covid 19 ,nan,nan,0,0,neutral
rt ashleyksmalls y all played in these artists faces for years and now they don t even bother showing up i don t blame them,nan,"['bother', 'blame']",0,2,Negative
rt jornalggn lula gravou um vídeo dizendo que a sociedade brasileira tem a obrigação de combater negacionistas que propagam informações f ,nan,nan,0,0,neutral
they need stats for the near and far future ,nan,nan,0,0,neutral
rt obelixnivelles les casseurs sont des blm donc on ne les arrêtera pas comme les simples manifestants anti mesures covid il y a quel ,nan,nan,0,0,neutral
rt buzzpatterson biden literally got the vaccine before he was president and he claims the credit for bringing it to americans liar ,nan,['liar'],0,1,Negative
rt 4evernevertrump the rehabilitation of trump s covid 19 response in the media is fucking absurd we were all fucking there it was lit ,nan,"['fucking', 'absurd']",0,2,Negative
rt kiaraaceredo qué onda los que no tuvimos covid todavía será que no funciona en full facheros ,nan,nan,0,0,neutral
rt pwyowell why are the countries most lauded by public health experts in the spring for their lockdown and mask policies now suffering t ,nan,['suffering'],0,1,Negative
rt cvdom2021 respect our heros the medical doctors and frontline workers were already exhausted due to covid 19 pandemic before the s ,"['respect', 'heros']",nan,2,0,Positive
rt michaelrosenyes i am not who i was michael rosen on surviving covid extract ,nan,['not'],0,1,Negative
i can t there is never accountability for these white collar criminals their greed is pathological ,nan,['greed'],0,1,Negative
rt simpraisa torcedores do flamengo estenderam uma faixa no maracanã apimentando o fla flu octa hegemonia libertadores e mundial qu ,nan,nan,0,0,neutral
rt christina ugc posts on facebook say most of the new pandemic relief bill is going abroad and helping at home in reality most of it ,"['relief', 'helping']",nan,2,0,Positive
still true ,nan,nan,0,0,neutral
rt rbreich i m tired of hearing about personal freedom to get others sick what about the need for collective freedom from covid ,nan,"['tired', 'sick']",0,2,Negative
rt kimmangone retweet if you re ecstatic biden is overseeing the vaccine distribution and not the former guy ,nan,nan,1,1,neutral
rt kizzyphd honored to be the winner the nextgen award bestowed by the franklin institute an organization that has predicted amp awar ,"['honored', 'winner', 'award']",nan,3,0,Positive
rt tedlieu dear nytimes amp washingtonpost the former president hid that he got vaccinated amp had no plan for vaccine rollout and pfizer ,nan,nan,0,0,neutral
rt coroneltelhada acho que estou com covid coloquei r 50 00 de gasolina no tanque do carro e não senti nem o cheiro ,nan,nan,0,0,neutral
rt swaggrry if harry styles had covered take me to church by hozier covid wouldn t exist,nan,nan,0,0,neutral
rt oneruleforthem a year ago new zealand s pm jacindaardern introduced the toughest covid measures boris johnson attended a sixnati ,['toughest'],nan,1,0,Positive
 eoindankworth  please find a way to explain this ,nan,nan,0,0,neutral
rt tim j roberts andrew adonis klmhatesbrexit yeah that covid is really causing havoc not welcome to brexit utopia ,nan,"['havoc', 'not']",0,2,Negative
rt maxnordau the hysterical florida press now says variants soar because they literally cannot say cases hospitalizations deaths soar ,nan,['hysterical'],0,1,Negative
rt javeye así va antioquia con la vacunación contra covid 19 ,nan,nan,0,0,neutral
rt mikefarb1 credit he dismantled our pandemic response he lied about the virus stole ppe from hospitals sent vents to russia promot ,nan,"['lied', 'virus', 'stole']",0,3,Negative
minha vó tá curada do covid ,nan,nan,0,0,neutral
rt mattgallowaycbc that s what colonialism looks like in 2021 solmamakwa this am on metromorning on being accused by premier ford of ,"['like', 'premier']",nan,2,0,Positive
the nagpur municipal corporation on saturday started covid 19 vaccination centre at dr ambedkar hospital indora i ,nan,nan,0,0,neutral
ya yo tenía todos esos síntomas no me imagino si me da covid seguro me muero,nan,nan,0,0,neutral
rt forsa union ie i m not sure if we can survive a second consecutive summer with no revenue without meaningful support from the governm ,"['meaningful', 'support']",nan,2,0,Positive
rt tedlieu dear nytimes amp washingtonpost the former president hid that he got vaccinated amp had no plan for vaccine rollout and pfizer ,nan,nan,0,0,neutral
rt okjurosenti covid desaparece e eu digo se esperava ou não,nan,nan,0,0,neutral
rt tedlieu dear nytimes amp washingtonpost the former president hid that he got vaccinated amp had no plan for vaccine rollout and pfizer ,nan,nan,0,0,neutral
y así nos va como civilización avanzada ,nan,nan,0,0,neutral
rt darhan84278827 oneillquigley michealmartintd deaths are part of the strategy thats why ppl with cancers and undiagnosed fatal illne ,nan,['fatal'],0,1,Negative
rt efectococuyo unañodepandemia a mediados del año 2020 efecto cocuyo agrupó algunas de las medidas más importantes tomadas por el gobe ,nan,nan,0,0,neutral
rt seattledot join peacepeloton this saturday 3 13 for a community bike ride from columbia city to burien peace peloton supports econ ,"['peace', 'supports']",nan,2,0,Positive
 jaytorch1031 come on vogue let your body go get the vaccine ,nan,nan,0,0,neutral
rt 4evernevertrump the rehabilitation of trump s covid 19 response in the media is fucking absurd we were all fucking there it was lit ,nan,"['fucking', 'absurd']",0,2,Negative
no vaccine appts but heck yeah we got an greenriver chicago chicagoriver stpatricksday ,nan,['heck'],0,1,Negative
 kumparan lah dri pada berita covid sama virus varian martabak gimana broo,nan,['virus'],0,1,Negative
rt theleadcnn online school is way more draining than regular school you sort of get lost of who you are biggest struggle is the ,nan,"['draining', 'lost', 'struggle']",0,3,Negative
rt retlouping physiosforme carlthephysio wordpressdotcom longcovidphysio darrenabrown as an evidence based clinician and advocate fo ,['advocate'],nan,1,0,Positive
100s of tesla workers got covid after elon musk reopened factory demsocialists ,nan,nan,0,0,neutral
 nikkinotniki but they don t have the world shut down i actually had swine flu almost died ,nan,['died'],0,1,Negative
rt jean15849180 the pm is not concerned about the reports of blood clots some attribute to the astrazeneca vaccine why should he be ,nan,"['not', 'concerned']",0,2,Negative
rt taeteland even the way he jumps in snow he looks tiny amp sweet ,['sweet'],nan,1,0,Positive
rt teezysooskep which vaccine should i get indica or sativa,nan,nan,0,0,neutral
rt asoiafquotesgot bastard of winterfell tyrion dwarf of casterly rock jon snow ,nan,['bastard'],0,1,Negative
rt fridaghitis listening to this brand new president watching what he has done so far it s impossible not to wonder how many lives woul ,nan,"['impossible', 'not']",0,2,Negative
rt teezysooskep which vaccine should i get indica or sativa,nan,nan,0,0,neutral
rt marwilliamson we re putting the fight against covid on a war footing because it threatens rich people as well as poor we re ,"['rich', 'well']",nan,2,0,Positive
rt breaking911 new white farmers claim 5 billion promised to minority farmers in biden s 1 9 trillion covid relief package is a form o ,"['promised', 'relief']",nan,2,0,Positive
rt por mipatria99 a matar a niños y maestros de covid ,nan,nan,0,0,neutral
rt tr hbr prof dr uğur şahin covid 19 akla gelebilecek en kötü salgın değil prof dr uğur şahin koronavirüsün akla gelebilecek en ,nan,nan,0,0,neutral
rt jim jordan president biden stopped building the wall restarted catch and release opened the southern border you had the resourc ,nan,nan,0,0,neutral
rt sbattrawden here is the link to the full article in the telegraph nhs staff are broken and traumatised this is the very last thing ,nan,['broken'],0,1,Negative
rt abdullahciftcib ultra ortodoks yahudiler hahamların fetvası ile covid 19 aşısı olmaya başladı ,nan,nan,0,0,neutral
rt ioulovebot one year anniversary of covid nah one year anniversary of heartbreak weather by niall horan,nan,nan,0,0,neutral
very thankful for the informative webinar hosted by one2onen discussing the covid vaccine i m grateful to learn ,"['thankful', 'grateful']",nan,2,0,Positive
check out this cartoon via theweek,nan,nan,0,0,neutral
omg i was really lowkey stresst cuz i took a gap year kasi nga nag covid i don t really want online class and i ca ,nan,['nag'],0,1,Negative
rt carlosjordy médicos europeus pedem uso da ivermectina no tratamento precoce da covid 19 ,nan,nan,0,0,neutral
rt fly sistah ap ya ll are really trying to make this a story as if air force one isn t a private plane meanwhile i don t recall these ,nan,nan,0,0,neutral
rt rudydewulf persoonlijk vindt ik de ongecontroleerde immigratie veel erger dan de pandemie corona covid 19 dit is slechts een griepje d ,nan,nan,0,0,neutral
 connieschultz absolutely these numbers were published in october it only got worse from there columbia ncdp ,nan,['worse'],0,1,Negative
 sentedcruz how can something be both boring and radical do you not realize how stupid that is does biden need ,nan,"['boring', 'radical', 'not', 'stupid']",0,4,Negative
rt nickknudsenus how do people in this deep red west virginia town feel about the fact that zero republicans supported the covid relief b ,"['supported', 'relief']",nan,2,0,Positive
